step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
18,5.849349021911621,0.6000000238418579,,5.788669204711914,0.6,,,,,2025-10-25T16:56:01.9190000Z
19,5.73227596282959,0.6000000238418579,,5.265460586547851,0.6,,,,,2025-10-25T16:56:03.2380000Z
20,4.866513252258301,0.6000000238418579,,4.931630325317383,0.6,,,,,2025-10-25T16:56:04.5890000Z
21,5.555817127227783,0.6000000238418579,,4.728033828735351,0.8,,,,,2025-10-25T16:56:05.8930000Z
22,4.641629695892334,0.6000000238418579,,4.356545639038086,0.6,,,,,2025-10-25T16:56:07.2100000Z
23,4.054563999176025,0.6000000238418579,,3.734467315673828,0.6,,,,,2025-10-25T16:56:08.5280000Z
24,3.606215715408325,0.6000000238418579,,3.2514474868774412,0.8,,,,,2025-10-25T16:56:09.8480000Z
25,3.3415913581848145,0.6000000238418579,,2.4037588119506834,0.6,,,,,2025-10-25T16:56:11.1560000Z
26,2.5846521854400635,0.6000000238418579,,2.116505432128906,0.8,,,,,2025-10-25T16:56:12.4740000Z
27,1.9397571086883545,0.800000011920929,,2.5659780502319336,0.8,,,,,2025-10-25T16:56:13.7750000Z
28,2.181154727935791,0.800000011920929,,2.2018274307250976,0.8,,,,,2025-10-25T16:56:15.0670000Z
29,2.707998752593994,0.6000000238418579,,1.7342264175415039,0.8,,,,,2025-10-25T16:56:16.3860000Z
30,1.8545843362808228,0.800000011920929,,1.9174419403076173,0.8,,,,,2025-10-25T16:56:17.7420000Z
31,1.9670228958129883,0.800000011920929,,1.914437484741211,0.8,,,,,2025-10-25T16:56:19.0280000Z
32,1.626692771911621,0.800000011920929,,1.6225200653076173,0.8,,,,,2025-10-25T16:56:20.3470000Z
33,1.2496936321258545,0.800000011920929,,1.62591609954834,0.8,,,,,2025-10-25T16:56:21.6680000Z
34,1.2664260864257812,0.800000011920929,,1.6223697662353516,0.8,,,,,2025-10-25T16:56:22.9640000Z
35,2.5875277519226074,0.6000000238418579,,1.8023277282714845,0.6,,,,,2025-10-25T16:56:24.2660000Z
36,1.3863680362701416,0.800000011920929,,1.3452072143554688,0.8,,,,,2025-10-25T16:56:25.5640000Z
37,0.893868625164032,0.800000011920929,,1.492076301574707,0.8,,,,,2025-10-25T16:56:26.8760000Z
38,1.1520484685897827,0.800000011920929,,1.212936019897461,0.8,,,,,2025-10-25T16:56:28.1800000Z
39,2.8047826290130615,0.6000000238418579,,1.2277582168579102,0.8,,,,,2025-10-25T16:56:29.4920000Z
40,2.9133143424987793,0.6000000238418579,,1.0912588119506836,0.8,,,,,2025-10-25T16:56:30.8560000Z
41,0.9641655087471008,0.800000011920929,,1.268133544921875,0.8,,,,,2025-10-25T16:56:32.1610000Z
